0.0	11.888616780045352	backfore
11.888616780045352	26.749387755102042	fore
26.749387755102042	38.638004535147395	backfore
38.638004535147395	50.52662131519274	back
50.52662131519274	56.47092970521542	fore
56.47092970521542	71.3317006802721	back
71.3317006802721	80.24816326530612	backfore
80.24816326530612	115.91401360544218	back
115.91401360544218	121.85832199546485	fore
121.85832199546485	124.83047619047619	backfore
124.83047619047619	142.6634013605442	back
142.6634013605442	151.57986394557824	backfore
151.57986394557824	157.5241723356009	back
