0.0	5.944308390022676	fore
5.944308390022676	8.916462585034013	back
8.916462585034013	10.402539682539683	fore
10.402539682539683	13.374693877551021	back
13.374693877551021	17.832925170068027	fore
17.832925170068027	19.319002267573698	back
19.319002267573698	28.23546485260771	fore
28.23546485260771	29.72154195011338	back
29.72154195011338	32.69369614512472	fore
32.69369614512472	34.17977324263038	back
34.17977324263038	37.151927437641724	fore
37.151927437641724	38.638004535147395	back
38.638004535147395	40.12408163265306	fore
40.12408163265306	53.498775510204084	back
53.498775510204084	56.47092970521542	fore
56.47092970521542	65.38739229024944	back
65.38739229024944	66.87346938775511	fore
66.87346938775511	84.70639455782313	back
84.70639455782313	86.1924716553288	backfore
86.1924716553288	117.40009070294785	back
117.40009070294785	118.88616780045352	fore
118.88616780045352	120.37224489795918	backfore
120.37224489795918	121.85832199546485	back
121.85832199546485	123.34439909297052	fore
123.34439909297052	157.5241723356009	back
