0.0	4.458231292517007	back
4.458231292517007	14.86077097505669	backfore
14.86077097505669	16.34684807256236	back
16.34684807256236	23.777233560090703	backfore
23.777233560090703	25.26331065759637	back
25.26331065759637	26.749387755102042	backfore
26.749387755102042	29.72154195011338	back
29.72154195011338	32.69369614512472	backfore
32.69369614512472	35.66585034013605	back
35.66585034013605	38.638004535147395	backfore
38.638004535147395	40.12408163265306	back
40.12408163265306	41.61015873015873	backfore
41.61015873015873	44.582312925170065	back
