0.0	13.374693877551021	back
13.374693877551021	14.86077097505669	backfore
14.86077097505669	16.34684807256236	fore
16.34684807256236	19.319002267573698	back
19.319002267573698	23.777233560090703	backfore
23.777233560090703	26.749387755102042	back
26.749387755102042	28.23546485260771	backfore
28.23546485260771	29.72154195011338	back
29.72154195011338	32.69369614512472	backfore
32.69369614512472	40.12408163265306	back
40.12408163265306	43.0962358276644	backfore
43.0962358276644	46.068390022675736	back
