0.0	5.944308390022676	back
5.944308390022676	11.888616780045352	backfore
11.888616780045352	13.374693877551021	fore
13.374693877551021	14.86077097505669	backfore
14.86077097505669	16.34684807256236	fore
16.34684807256236	20.805079365079365	backfore
20.805079365079365	23.777233560090703	fore
23.777233560090703	25.26331065759637	back
25.26331065759637	31.207619047619048	backfore
31.207619047619048	34.17977324263038	fore
34.17977324263038	40.12408163265306	back
40.12408163265306	41.61015873015873	backfore
41.61015873015873	44.582312925170065	back
44.582312925170065	52.01269841269841	backfore
