"xResponse","yResponse","Loud_Mean","Loud_Std","MFCC1_Mean","MFCC1_Std","MFCC2_Mean","MFCC2_Std","MFCC3_Mean","MFCC3_Std	"
0.2266666667,0.1516666667,24.8531812927,2.8470451413,3.2130315376,0.4460033756,1.1959790787,0.3102341892,0.7641380744,0.3524988041
0.7516666667,0.645,8.6842156409,0.9963543048,1.906871996,0.3564645404,0.1363650167,0.2296923203,0.4098468279,0.2245865708
0.8166666667,0.7033333333,9.0473706058,0.7260851917,1.4805318182,0.2251136229,-0.2555034913,0.2274866856,0.3067413451,0.219914318
0.155,0.6683333333,19.3783932208,2.1991716245,3.4537549485,0.2668258355,-1.2114301909,0.3545734849,0.8559363031,0.2230374659
0.7866666667,0.1166666667,12.2665673312,5.2808636126,0.1215390839,1.1595286149,-0.9690070412,1.0345837725,1.3962176338,0.6593539178
0.2633333333,0.3216666667,19.0997751804,2.3842603608,3.325903995,0.2751975268,-0.1936907273,0.3483264741,0.3251997972,0.276631694
0.3933333333,0.125,13.4304752346,6.8382925816,4.0639962776,0.7086325302,-0.1445389539,0.9217490509,-1.2360680985,0.6246388377
0.0633333333,0.5283333333,21.1018966037,2.2158574441,3.3948606052,0.2430266347,-1.9725888155,0.2678573279,-1.1141042949,0.3167559237
0.9383333333,0.5016666667,8.6044445519,1.0635849106,3.4788886721,0.926352327,2.0610346577,0.5725211832,0.0457366886,0.3812305429
0.8966666667,0.8533333333,7.07187594,0.7052120184,2.9403060918,0.321063995,-0.0605788741,0.262036549,0.241867734,0.2225175407
0.31,0.395,7.1984234082,1.9472508156,2.6221300992,0.3859842783,-0.1424177006,0.4798289158,0.7535096476,0.4667704096
0.8916666667,0.8133333333,5.9811877813,0.5009974356,2.0801778635,0.2623163482,0.4273919741,0.2577954425,0.0514267341,0.2551825773
0.1933333333,0.1233333333,35.0178919045,5.8345043194,2.3256990475,0.3867354541,0.0706834742,0.2897578604,0.6431491814,0.2808388247
0.3366666667,0.2233333333,23.1869969405,2.4212293173,2.6551214186,0.3102842819,-0.1082343164,0.2823956701,0.4054942345,0.3159041101
0.1683333333,0.1416666667,36.090713593,4.1736243078,3.0108872494,0.4121205012,-0.1765740223,0.2995400539,0.5048257963,0.2892069687
0.6216666667,0.4416666667,7.1511999501,1.3081566445,2.9481792143,0.5338904614,0.5566241183,0.3097665943,0.4206751491,0.2349186655
