"xResponse","yResponse","PerceptualSharpness_1_mean","PerceptualSharpness_1_std","Loudness_1_mean","MFCC_2_std","ZCR_1_std","MFCC_1_std","Loudness_1_std","MFCC_2_mean","Energy_1_std","MFCC_3_mean","ZCR_1_mean","SpectralVariation_1_mean","Energy_1_mean","SpectralVariation_1_std","MFCC_3_std","MFCC_1_mean"
0.7366666667,0.8683333333,1.9050079151,0.1324466404,10.6676663249,0.3639073631,0.0479612863,0.5618341719,1.4770998808,0.4586927237,0.0029553246,0.655611817,0.0953147195,0.1649457495,0.0076328333,0.0708718389,0.3373821024,2.4360171041
0.8283333333,0.1166666667,2.3527874524,0.2195807071,16.1698695184,0.6825495207,0.1232465703,0.9644632777,3.7476036195,-1.0074489686,0.0500527039,0.5103736061,0.1838989258,0.1536954566,0.0618931145,0.1384095417,0.5058812001,-2.7022203559
0.8366666667,0.5016666667,1.983173622,0.0965490221,11.143570827,0.328230309,0.0290422095,0.2914380213,1.1172778419,-0.1313203479,0.0014156632,-0.0066277534,0.1172873757,0.1734102905,0.0064308402,0.0615597795,0.3000226847,2.6491904946
0.13,0.56,1.613118784,0.06257742,21.216232869,0.2194932731,0.026497827,0.2298853515,1.8991402823,-0.7845080047,0.0063396859,0.4418132553,0.0664950284,0.0626082614,0.0333598973,0.0279831139,0.2175960133,2.4399954868
0.1033333333,0.885,1.2335589285,0.0594893717,16.1926848102,0.2244370265,0.0053818021,0.2696114077,1.3994798309,0.2621533725,0.0091981689,1.2540298118,0.0128173828,0.0716865891,0.0490701665,0.0502363964,0.211258025,3.3131433712
0.1033333333,0.8916666667,1.2463928454,0.09069678,13.5394333781,0.2231134632,0.0071579571,0.3106131282,1.5289271349,0.3275958966,0.0155844358,1.0813195267,0.0155806108,0.1044058198,0.0380758618,0.0749410759,0.2011322197,3.4401396575
0.365,0.9516666667,1.4921437856,0.0781819002,16.173971805,0.2945249716,0.0224970706,0.2460645191,4.4714494699,-0.140371385,0.0086194197,0.4827668881,0.0480624112,0.1671793013,0.0226901157,0.0854719541,0.2555912615,3.020718144
0.6583333333,0.805,3.6939644782,1.5546362501,5.6620684141,0.2617177522,0.3682543658,0.2719415954,1.8485909392,1.0684456629,0.0112491108,0.182903929,0.4026988636,0.1539826982,0.0121816038,0.1079022328,0.2337061326,1.5897812846
0.8016666667,0.645,2.6194348725,0.400897346,9.4242301031,0.3967554994,0.1287028487,0.4874539973,2.0545517322,2.5107902416,0.0089207834,-0.8806655446,0.2858997692,0.2350098944,0.0166426848,0.1357057486,0.3339892328,1.6199784725
0.8033333333,0.9383333333,2.4601704281,0.5924724406,2.7703117008,0.3534761082,0.2169157872,1.0574352813,1.132605578,0.4371515527,0.0011460378,0.3080827489,0.2306712081,0.1498136202,0.0009273975,0.1181578069,0.3060269967,1.1436848138
0.2683333333,0.9233333333,1.4344807971,0.1007234241,25.9319167826,0.2434679827,0.0107017216,0.3414802541,2.915522648,0.4189143313,0.043571483,-0.0232385676,0.0185269442,0.1234573341,0.1274352063,0.0905374322,0.3200374319,3.5822062776
0.175,0.7283333333,1.4437699461,0.0903507211,24.2384720449,0.272816552,0.0119863953,0.3150152108,2.3067254015,0.5740796572,0.0155022321,0.2611027944,0.0313276811,0.1290184175,0.0672398171,0.075800424,0.2689736048,3.5586453772
0.93,0.4266666667,2.3710339535,0.3131231683,8.6317576688,0.6862852657,0.1081906501,0.6140256893,1.2942337886,0.5477482916,0.0031649985,-0.0670980421,0.2409834428,0.1098292717,0.0052872339,0.0762939611,0.3260086527,1.6734251995
0.9416666667,0.5133333333,2.1492324188,0.2635624061,5.567295358,0.5710358141,0.0988212964,0.5107743143,1.0334110914,-0.0906513904,0.0009334625,-0.0852918109,0.1721468839,0.1262630882,0.0016968808,0.0756729656,0.4480986929,2.0569857034
0.8633333333,0.31,2.9715337695,0.523022991,6.9566053937,0.4972835599,0.1600768683,0.5283722585,1.3683079209,1.9753125307,0.0069360422,-1.3222474219,0.3415971236,0.2146097539,0.010136835,0.1322285045,0.3907111184,0.6142210551
0.8666666667,0.5583333333,1.44329518,0.0896695596,9.6339865283,0.2999751614,0.0326321041,0.416107705,0.9788910775,0.1365237042,0.0035534967,0.5024298022,0.0491388494,0.1728777946,0.0119405195,0.0962765528,0.5295479489,3.1853172727
0.8466666667,0.965,1.9487130071,0.1774252685,4.2737297432,0.2287434917,0.0551208921,0.3111483361,0.4474762526,-0.095009615,0.0011872719,-0.0305441316,0.0834572532,0.1856465708,0.0014369014,0.1236795738,0.2078964488,2.1884597824
0.7983333333,0.45,1.422377823,0.1027797201,14.1256332754,0.3737754642,0.0139073581,0.4448545194,2.4272880265,-0.1209969389,0.0071121175,0.1188467533,0.0585049716,0.1472335672,0.0162741883,0.066409067,0.3777015873,4.254558857
0.6483333333,0.3483333333,1.6017524177,0.3173573586,7.8206486811,0.3688696204,0.0760990473,0.8489590265,2.2838946513,0.2068632098,0.0025231025,0.3374541398,0.0685480291,0.1655338703,0.0047212067,0.0726680062,0.2590146431,3.598969575
0.5083333333,0.175,1.4255425835,0.0722954523,14.3279289689,0.254680412,0.0151724702,0.4052762837,1.5622791971,-0.7596608589,0.0033350687,0.243081865,0.0720103871,0.1730940937,0.0135516674,0.0609450047,0.2716631119,4.1180834743
0.5083333333,0.175,1.3294027757,0.0986310485,12.2099627215,0.5190707911,0.0131182949,0.5229164026,1.9753323537,0.5001287293,0.010345291,0.4840724268,0.0330089222,0.07112303,0.019495775,0.0595436103,0.3614625153,4.3812994283
0.5083333333,0.225,1.3417867985,0.0952789994,18.4312663724,0.322093412,0.0131571457,0.4511943328,2.0374376928,-0.2263768574,0.0056512019,0.316775869,0.0585382635,0.1744063087,0.0275736668,0.060733846,0.2952359945,4.5777183198
0.3816666667,0.295,1.2113713714,0.0752506336,18.9792061699,0.345188739,0.0080984147,0.3422945456,2.4880167514,0.2770771625,0.0108115737,0.3214889683,0.0441006747,0.1624495362,0.0412922903,0.0676578309,0.3367606153,5.4314344454
0.5633333333,0.465,1.3776292816,0.1295559323,14.8932326116,0.2715646824,0.0124972647,0.5289423796,1.9511838277,0.6293288818,0.0059027252,0.4638118385,0.0452048562,0.1527568668,0.0211260337,0.0648747966,0.3147214108,4.5531870951
0.265,0.1033333333,1.7630012203,0.5322058858,11.7688277272,0.4394123203,0.1458537078,1.2944760514,6.2622313074,0.1166132928,0.0132106387,0.1823097614,0.1176702326,0.1627038471,0.0138089642,0.0685851227,0.3169173195,3.2061307066
0.5016666667,0.6833333333,1.4712461099,0.1215398214,8.7571157995,0.2631681023,0.01739196,0.3042388311,2.0887744515,-0.0794689399,0.0060815909,0.2735470385,0.0355557528,0.187691592,0.0081217504,0.1119881228,0.262754779,3.5871811826
0.4983333333,0.5766666667,1.5168008542,0.0736977864,21.0137673072,0.2266685975,0.0147443412,0.2318086909,2.8169736961,0.2384955518,0.0182093293,0.4133027997,0.0417868874,0.1381025516,0.0420531031,0.0717118502,0.2237873658,3.3101901321
0.4433333333,0.5766666667,1.393685612,0.0566856377,17.0565860522,0.2196151227,0.0129128675,0.2393163895,1.5851251547,-0.2795717501,0.0042488013,0.4456605217,0.0519020774,0.1751771759,0.0219833795,0.065201759,0.2158209078,3.8096979902
0.6233333333,0.4266666667,1.3368394052,0.1152526542,11.4504563525,0.3819821345,0.0106009129,0.5882021147,3.4350518366,0.3729208959,0.016409447,0.4021303682,0.0419422496,0.1501992273,0.0160110835,0.0762604846,0.3368123036,4.646841934
0.77,0.3833333333,1.4990782481,0.1139925347,14.936652723,0.3354050745,0.0180438567,0.460764906,2.0520349355,-0.6574722379,0.0062992278,0.4282025582,0.064564098,0.1568185803,0.0165677217,0.0691675945,0.3300159854,3.9329895589
0.775,0.47,1.5503817165,0.168010706,10.1903725394,0.3568153839,0.0247435768,0.5480194229,2.6660466914,0.2727645471,0.0044238497,0.1685840478,0.0603304776,0.1428146687,0.0088319468,0.0652145355,0.3940571277,4.4810249024
0.7066666667,0.325,1.2206365812,0.0697679967,21.9742292744,0.292022038,0.007095993,0.3608895374,2.3106226912,0.5224430192,0.0139991272,0.4877162282,0.0407270952,0.1594689112,0.0610280782,0.0770099846,0.3165008777,5.286500672
0.48,0.645,1.2440486581,0.0788838176,12.7300640103,0.3072971245,0.0093338792,0.4009601243,1.545973379,0.4866285973,0.0073119364,0.4201085332,0.0299627131,0.1446581811,0.0191585039,0.0782048593,0.3566255908,4.820684467
0.2216666667,0.775,1.4698555755,0.0617365205,21.536350747,0.2130770386,0.0128996615,0.2466807878,1.7210086146,0.0242755391,0.0085253518,0.3277877731,0.0467529297,0.1519989768,0.0385589094,0.067005413,0.2133425632,3.5020016511
0.1366666667,0.865,1.3423058524,0.0537773508,19.7756408077,0.2222634353,0.0121456691,0.2568796458,1.6792887663,-0.4790092088,0.0068217349,0.3063550546,0.0476462624,0.1570458352,0.0325197842,0.0638651383,0.2161037668,3.9355691754
0.0433333333,0.8266666667,1.3688725272,0.055576767,22.5646565695,0.2742513717,0.0125808246,0.2980182755,2.5969701253,-0.2444752199,0.01454905,0.4003914142,0.039045854,0.1673895919,0.0497799634,0.078150786,0.2131836586,3.7523483704
0.275,0.5483333333,1.3678832028,0.1448688898,13.7086762658,0.3357238294,0.0118798099,0.5154210111,2.0732086701,0.5779000713,0.0094155866,0.6013557961,0.0337468928,0.152041038,0.020932857,0.0786136924,0.341687664,4.3251683145
0.5783333333,0.3216666667,1.3080147318,0.0953609345,15.7618382565,0.3882806973,0.0098565964,0.4123981978,2.288373083,0.236706968,0.0093914285,0.7460246904,0.0441339666,0.1354701585,0.0257183605,0.0717788002,0.4256400966,4.7423330799
0.4733333333,0.535,1.4280877559,0.1026126122,14.8240583591,0.3569758475,0.0132127014,0.3823962133,2.0361488583,0.5861438309,0.0047195346,0.4107585238,0.04617587,0.1774280619,0.0196631539,0.0700155353,0.3197877497,4.2324520558
0.3233333333,0.85,1.6830311356,0.3385953942,6.4833267562,0.3845797452,0.0718362613,0.9818221666,2.0915902855,0.6071894192,0.0023985703,0.2613900534,0.0801280629,0.1660124485,0.0034069691,0.0669203133,0.3471635316,3.6283324304
0.0566666667,0.8966666667,1.5278042611,0.0904589148,20.5892937122,0.2221021278,0.0172517603,0.2408185506,1.9611326877,0.3211747906,0.0304897596,-0.186880305,0.0294744318,0.1411904411,0.0584556049,0.0999289985,0.2226399461,3.3183290078
0.025,0.365,1.5456462513,0.0745864665,25.5464407273,0.2356906779,0.0143275355,0.2443331288,3.4297517863,0.2090972778,0.0246944694,0.3996297356,0.0500599254,0.1584280404,0.0577985615,0.0703694057,0.2246421815,3.2891315849
0.9516666667,0.9666666667,2.0335184819,0.1019401555,3.7999135805,0.2217027192,0.0316298114,0.2393588957,0.4019258226,0.5030111564,0.0002107785,0.4759992677,0.105230158,0.1449787728,0.0008608532,0.0734999255,0.2032266689,2.058698001
0.9616666667,0.975,2.0471639878,0.1273091972,3.4937262613,0.2022092582,0.0422117176,0.2885911094,0.3489761092,0.8945216576,0.0003067685,0.5346556653,0.0925126509,0.1191314453,0.0008990213,0.0841969542,0.2427736049,2.2141360941
0.9483333333,0.9666666667,2.1408490063,0.1405657077,3.280682287,0.2298982133,0.0618820734,0.2817618475,0.370038422,0.6733020784,0.0003466886,0.5085227845,0.1109230735,0.139552925,0.0009333548,0.0992964529,0.2309735194,1.6701639037
0.9466666667,0.9416666667,2.0891781033,0.1478975157,3.37328835,0.2144502193,0.0541217842,0.3288086447,0.3778148942,0.7737391229,0.0003336606,0.3753437472,0.100880016,0.1316339357,0.0008851922,0.0962633856,0.2475001133,1.9929435119
0.5033333333,0.9716666667,1.4646430014,0.0854060425,9.06927543,0.2512004725,0.0133159371,0.3181286469,0.7665418211,0.3907937007,0.0013694389,0.077904217,0.0398781516,0.1785148023,0.006575621,0.0822814238,0.217227725,3.881050708
0.53,0.82,1.5155514681,0.0739369856,8.5556939474,0.259357618,0.0117560128,0.3171159149,0.8961771173,0.2489876238,0.0011684408,-0.1705437548,0.0532781428,0.1911599107,0.0048495781,0.0663919496,0.2407007766,3.8953567218
0.3816666667,0.8166666667,1.5792508162,0.1620243411,9.8391987606,0.2701634369,0.0265031891,0.4266624131,0.9967825152,0.2236751419,0.0028020055,0.1092483013,0.038934881,0.1497717909,0.0089633175,0.1002427957,0.2096535347,3.0522688744
0.2716666667,0.8533333333,1.4623573652,0.0626453198,9.637893774,0.2559413679,0.0198511301,0.2527531496,0.8354888042,0.1596712599,0.0017612062,0.145960397,0.0552534624,0.1546531806,0.0077902724,0.0913924015,0.2275261857,3.4654877928
0.7566666667,0.51,1.436289812,0.102639379,15.063588675,0.3388138648,0.0201293633,0.3505604425,1.9313768363,-0.0310319153,0.0087983811,0.1822269979,0.0395174893,0.1752544616,0.0227370219,0.1246163815,0.2976123568,3.526743718
0.7683333333,0.465,1.5087659609,0.1001648424,16.8339997176,0.3680755677,0.0194623686,0.4889590317,2.4168901491,-0.1633043417,0.0077518781,0.3643321306,0.0687866211,0.1474997194,0.0211073373,0.0682508273,0.3477727031,3.5089353441
0.74,0.3933333333,1.4484512308,0.1109982421,19.5445708165,0.3956302689,0.0148274634,0.5012451429,2.8469674858,0.1901937167,0.0116789072,-0.0700474909,0.0527621183,0.1497870774,0.0335747407,0.0661033495,0.3578908756,3.7140149319
0.7483333333,0.4516666667,1.4740511476,0.0808292405,10.6157204814,0.487350207,0.019497752,0.44086061,1.5050560137,-0.4786587469,0.0026334301,0.144976312,0.0694191673,0.1478606225,0.0082240466,0.067197345,0.4081536431,3.7366936101
0.7833333333,0.4883333333,1.5184492356,0.1180158286,9.9402326512,0.3834853704,0.0172656594,0.4194354722,1.3339430806,0.3689641582,0.002467219,0.2617304723,0.0498879173,0.1697209166,0.0081284194,0.0997235345,0.3777437445,3.6007329463
0.7916666667,0.4933333333,1.5846425172,0.0881878053,9.6943245368,0.5092727634,0.023113384,0.3963035936,1.6036765434,-0.0599830696,0.0020414515,0.2579647483,0.0712391246,0.1455013653,0.0062792077,0.0690978732,0.3577286347,3.3961953673
0.0666666667,0.06,1.8025703292,0.1813148537,32.1713106708,0.2967865989,0.0307223721,0.4146271357,3.8046615956,-0.4538184591,0.0134463958,0.0354983764,0.1067615856,0.1842735931,0.0646815779,0.0552865615,0.2187932313,2.9077106999
0.0616666667,0.6966666667,1.4466596654,0.0747142791,13.6325136648,0.2331308145,0.0186294759,0.2509108491,2.4297495246,-0.4222055738,0.0091832588,-0.2465291559,0.0506203391,0.1507166777,0.0176069249,0.0740245671,0.2145144359,3.7999137551
0.4633333333,0.0516666667,2.1002241039,0.1220663083,27.3926548939,0.4073733258,0.0349601407,0.4586812907,2.821546731,-0.6596260628,0.0113353959,-0.2287602909,0.1686734286,0.2200797645,0.0399069642,0.0650162518,0.3709087494,1.5608838481
0.36,0.1433333333,1.1445509594,0.0765859798,21.4943604044,0.297839482,0.011002837,0.3280166885,5.3709744039,-0.9103342615,0.0259840783,1.3012110922,0.0465143377,0.1638262811,0.0486329107,0.065789997,0.290908346,5.1600916546
0.1266666667,0.8183333333,1.9348014482,0.3563587797,7.7553649212,0.2898706764,0.0843417519,0.5430087873,4.3887211641,-0.6930611564,0.005264584,0.2761010488,0.1458851207,0.166786309,0.0043517229,0.066275777,0.2788822924,1.8548301106
0.9483333333,0.9216666667,2.1786267423,0.0984267379,4.9038669859,0.3379969019,0.0243431379,0.3405301814,0.5729495743,-1.223927528,0.0011569555,-0.1078680751,0.157409668,0.1448127097,0.001665187,0.082797146,0.2725519518,1.4228992901
0.8916666667,0.8816666667,2.0701447909,0.1321940773,5.8105530923,0.8795595764,0.0346667752,0.7134488955,2.6145271501,-0.3951284608,0.0104733034,-0.0299262378,0.1261097301,0.1497372753,0.006346576,0.1057727452,0.3145654476,1.7610278761
0.97,0.6033333333,2.0876500283,0.102402547,13.4338516824,0.3316695789,0.0424380032,0.2941180046,2.3358074226,-0.8006851713,0.0026495307,0.081166222,0.1693170721,0.2016195304,0.0084011283,0.0623218072,0.2533472293,1.1445328013
0.0183333333,0.0183333333,2.5478584668,0.1631382791,45.4245356108,0.3521708476,0.0528614669,0.4697140001,7.0967981555,0.0573083353,0.0328346041,0.0747052293,0.2930519798,0.2138576665,0.1065528626,0.0466769886,0.3024184599,0.7289077543
0.03,0.785,2.0473851825,0.0750965167,29.6239682756,0.2254752376,0.0248783969,0.25597258,2.3743747813,-0.5515736762,0.0099377901,-0.3638689722,0.1303710938,0.1910335713,0.049445207,0.0558662667,0.2095370885,2.3360806359
0.0483333333,0.6783333333,1.3761169699,0.0568708492,34.9728023656,0.2097575002,0.0058576907,0.2344249303,2.6169423558,0.4818078638,0.022783522,0.5717941021,0.0194369229,0.0507321841,0.1771374722,0.0326879609,0.1994659352,3.568387345
0.1133333333,0.67,1.5156147586,0.0593996705,31.1867832831,0.2140128965,0.0150551394,0.211355822,2.6395253436,0.2449376312,0.029688616,0.4021000538,0.0338301225,0.1158475198,0.1156040179,0.0720822479,0.20633063,3.3082354891
0.47,0.6916666667,1.4005620966,0.0948826181,12.7256658715,0.2370967142,0.0091870625,0.2861145703,1.569640897,0.6041398673,0.0080009717,0.4961138141,0.0192593661,0.138229599,0.0259299804,0.091049563,0.2403312023,3.3674723213
0.4966666667,0.8083333333,1.6919711887,0.1396284838,11.3556599859,0.2494179947,0.0238304555,0.3914329594,1.2855760462,0.5186575787,0.0032373541,0.112586055,0.0477017489,0.1617716804,0.0106607875,0.0839406736,0.2085601843,3.0221238933
0.2433333333,0.6566666667,1.7375261061,0.0687165015,28.4258008881,0.2247981165,0.0194274532,0.2539055022,2.3711006205,-0.1324540596,0.0304542251,-0.0628939299,0.0430075906,0.1243260586,0.0903798283,0.0814553266,0.2108987018,3.1735461999
0.3983333333,0.7666666667,1.8406768893,0.0752206759,21.1109305718,0.2103580541,0.024924526,0.2170662315,1.7191930803,0.4824561652,0.012907046,0.2926136243,0.0529896129,0.1331469182,0.0440068357,0.0824366428,0.2027025897,2.2402079795
0.4533333333,0.6433333333,1.8651928476,0.2037708693,23.8416200665,0.3782970487,0.0354245807,0.3911364074,2.5505681628,-0.3214290754,0.0084666427,0.6028472302,0.0996759588,0.193889019,0.0397787135,0.0808633364,0.3154095976,2.1490772894
0.1133333333,0.8383333333,1.0193191502,0.0492091438,21.0741643949,0.171000787,0.002034464,0.1744453872,1.3705743989,0.8758850912,0.0160951305,0.6673033044,0.0107699308,0.0033829809,0.1560193771,0.005096307,0.1675053272,4.2658260627
0.1666666667,0.9433333333,1.4771951536,0.0871819584,17.7338367579,0.205262472,0.0146218976,0.2978697248,1.5537744983,0.4244912534,0.0090359191,0.3711086039,0.0300736861,0.1336827792,0.036684773,0.0800002137,0.2084353635,3.2413858161
0.0916666667,0.98,1.3684750459,0.0806118479,32.6027630223,0.2315376371,0.0103456357,0.2793258996,2.9988234767,0.390281588,0.0366501287,0.220607456,0.0258400657,0.1189373337,0.1474078161,0.061741838,0.2360389496,3.7456116091
0.0766666667,0.98,1.2885752161,0.0678797246,30.2747871112,0.2153468731,0.0085522617,0.2570708175,2.6437628358,0.2801078827,0.0491705534,0.3750042666,0.0157248757,0.0752546839,0.1676981249,0.0541717984,0.2220585087,3.7433160125
0.395,0.975,1.4580005935,0.0910774371,15.6255872835,0.2246418415,0.0116647667,0.2775913594,4.3298182228,0.6491138218,0.0170609538,0.0500412881,0.0314442028,0.1398802918,0.0291999481,0.0775096756,0.2187601761,3.8587301861
0.1733333333,0.9083333333,1.4316195388,0.1001974903,30.881820158,0.2115410821,0.0096372873,0.2726628719,4.245023993,0.5092375045,0.080515611,0.327816195,0.0184159712,0.1030342533,0.1968844704,0.0754048788,0.195633577,3.2945569567
0.5,0.9316666667,1.4465534307,0.1191868295,11.6707067429,0.288532426,0.0106212115,0.3455728485,1.0684234307,0.7009914197,0.0050657279,0.4026906336,0.02043568,0.1161134009,0.0205342944,0.0764331265,0.2467765131,3.3701566705
0.4966666667,0.9683333333,1.3053002442,0.0599626383,18.4608104662,0.2143818735,0.0096995221,0.237203324,1.6100280174,0.1072075161,0.0092262235,0.4135929798,0.0258289684,0.1198379998,0.0416551525,0.0721076169,0.2016966709,4.0128382244
0.4516666667,0.9316666667,1.9760498526,0.1127891527,23.8716046099,0.3158160132,0.0350799415,0.3772587008,2.2896672358,-0.0239727429,0.0094509156,0.1779997699,0.0956254439,0.1557589623,0.0402383723,0.0752460023,0.2241122345,2.4977307871
0.0583333333,0.945,1.2552826361,0.0640476316,32.4175908407,0.2495585171,0.0117492162,0.250788059,3.9949329832,0.1149927177,0.0302354531,0.0706767236,0.0341963335,0.1472778753,0.1192409378,0.070080084,0.1998732562,4.4840729751
0.065,0.9666666667,1.4814155302,0.0699179915,22.3405146086,0.2326777569,0.0128623369,0.2644090073,1.9611360699,0.3879495877,0.0144819685,0.1500970291,0.0381192294,0.1586183635,0.0498720155,0.0768783892,0.2246721552,3.5144570165
0.165,0.9733333333,1.5253343062,0.0566248774,17.3455516687,0.2046592143,0.0128338884,0.2137046787,1.4015669118,0.1992760803,0.0046464665,0.1043668564,0.0462202592,0.177201184,0.0249710144,0.0785987833,0.2059745494,3.2181395043
0.1766666667,0.7233333333,2.5230107785,0.2035410009,34.3806160003,0.2330416795,0.0961380723,0.2898829402,3.3242809167,0.0801955936,0.0173036623,-0.5274438962,0.2973799272,0.1793108867,0.0803411752,0.0531830716,0.2553043631,2.9362227272
0.075,0.78,3.7103429411,0.1300636157,26.7317611631,0.2179978884,0.0472351193,0.2294085774,1.9984793545,0.856842626,0.0096776375,-0.2412849347,0.6753429066,0.1961613545,0.0854729458,0.0357639174,0.2018573612,2.0229174436
0.5083333333,0.5833333333,1.5663748411,0.1119704407,15.6223471243,0.3725059721,0.0265147892,0.4300449806,1.6791016788,-0.745311721,0.0143568987,0.391509843,0.0456487482,0.1501743498,0.0283085965,0.1003632391,0.3383065723,2.8039683518
0.9716666667,0.3666666667,1.6260163545,0.2005167455,11.6396737476,0.6481288019,0.0613830295,0.6545475355,1.4119345615,-0.2701422929,0.0046030568,0.0449207844,0.0608298562,0.1663677337,0.0151205543,0.0997427374,0.3779374013,2.7720869068
0.8633333333,0.3966666667,1.656920374,0.10181731,17.0374847724,0.3042371122,0.0190020852,0.2902963797,1.6254081347,-0.2045104837,0.0151590308,0.3839110498,0.0326094194,0.1339690505,0.0390480856,0.1158138744,0.2555750885,2.4948040888
0.5733333333,0.5,1.2536277248,0.0746633807,20.3491943964,0.2804281266,0.0100498608,0.3215081052,2.0915705854,0.3868201137,0.0300890239,0.6428066004,0.016657049,0.1037456978,0.0766070613,0.0849008631,0.2334155984,3.5480770112
0.87,0.2166666667,2.6095150238,0.4701109928,15.6143513531,0.5926104586,0.1312728997,0.7689912664,2.8256552689,3.0235286479,0.0357132177,-1.07016028,0.1917114258,0.2312519993,0.0655149384,0.1605392384,0.4184617506,1.7180741334
0.885,0.2166666667,2.5494182685,0.4946899163,15.7808334578,0.5071835024,0.1456654992,0.6209776465,2.7350917627,3.2015409584,0.032550984,-1.1130413108,0.2417547053,0.227139477,0.0642969685,0.1534980385,0.3741425952,1.8394696451
0.885,0.2316666667,2.6224385551,0.3829388374,7.8376516134,0.4418616139,0.1235936214,0.5855623178,1.4199030418,2.7131683141,0.0059804161,-0.6624525613,0.2590165572,0.2393514962,0.0115009231,0.1280625066,0.3565085819,1.4710630196
0.49,0.9,1.6085987646,0.0905988331,6.704278655,0.4244514284,0.0175272439,0.3876212847,0.9117280216,0.3016022462,0.0011103074,0.1443982439,0.0536166104,0.1767018207,0.0030526153,0.0687160345,0.2741211634,3.7618647835
0.2983333333,0.9416666667,1.3508754092,0.1102625036,13.5167581129,0.2326443417,0.0130510666,0.4009628847,1.2336055336,0.2694682641,0.0056955878,0.766804847,0.0285921964,0.1740965546,0.0197584237,0.0993415686,0.2357471706,3.8928648036
0.1316666667,0.8933333333,2.0339006182,0.0816133861,18.0060912525,0.225842957,0.0052397949,0.3395439417,1.3405431491,-2.2271122958,0.0171056254,2.0453528338,0.1766801314,0.0186448452,0.1183357791,0.0354207198,0.2510489351,-0.2009907363
0.2733333333,0.9733333333,1.5851614208,0.0840576164,7.9697441516,0.244090803,0.02501275,0.332876625,0.8073649577,-0.3590311888,0.0030234767,1.0240099305,0.0448497425,0.1492168284,0.0072005214,0.1159241769,0.3022479258,2.34010986
0.6033333333,0.97,1.7743533562,0.1417930972,9.9116975441,0.3272295418,0.0488577143,0.3952432452,0.9401458411,-0.0349568031,0.0048645106,1.2654211797,0.0675714666,0.1575209325,0.0113535385,0.125856606,0.3171900239,1.4104824087
0.5083333333,0.975,2.4046962378,0.362094498,6.474859121,0.365891158,0.1012761802,0.6253174556,2.5657136016,0.1859333055,0.0035590336,1.2671060611,0.2046009411,0.2013854993,0.0035772664,0.0988333848,0.3447007563,0.5003979164
0.41,0.4966666667,3.4499113455,0.1926075767,24.693223778,0.2358903009,0.0719089955,0.2478101969,2.0364474001,0.6700248064,0.0095205571,1.9592258532,0.40715443,0.2336302667,0.0643952485,0.0570755022,0.2419151906,-2.2170115696
0.4283333333,0.3816666667,1.8052213444,0.1920742364,11.1739060303,0.4609439287,0.0395679524,0.7562052965,2.7153771664,-0.8147548711,0.0114635583,1.4111001112,0.1196677468,0.1898473503,0.0158380185,0.1137225865,0.2676874463,1.2807041551
0.4233333333,0.7816666667,1.7587730515,0.0883392962,20.6322704845,0.4578264305,0.0313728672,0.3502047043,2.2225099326,-0.2344174946,0.0146897474,0.2863710161,0.0940052379,0.1867130382,0.0277396426,0.0717638189,0.2391839328,2.2945622141
0.495,0.805,1.9093053792,0.0735375916,17.305641224,0.2166548994,0.0341108144,0.2580746968,1.4383995088,0.0327028232,0.0034059496,0.3276753268,0.1357366388,0.1541022889,0.0154564383,0.0570595245,0.2286229062,1.6638678622
0.4216666667,0.4733333333,1.7964422017,0.047384556,38.2669592159,0.2466695378,0.0183555927,0.2588646972,3.0907018121,-1.1662723691,0.0141511231,-0.3344062752,0.1505737305,0.1970850707,0.0933976884,0.0458148834,0.2117186683,1.4155671319
0.8233333333,0.9633333333,1.8049357727,0.0977240138,5.7047510713,0.2405706925,0.0200872669,0.2725349131,0.6267676608,0.8594780725,0.0007763427,0.8144915663,0.0486117276,0.1377819918,0.0028210717,0.0820636191,0.2408463246,2.4315976333
0.9066666667,0.975,1.8382161784,0.1216658356,6.2000266795,0.3287650394,0.0235679924,0.2621145311,0.5413857943,0.386526391,0.0024445708,0.8437968775,0.0463867188,0.1264220683,0.0041179372,0.0862893177,0.2092463419,1.7388570539
0.43,0.5833333333,3.070589684,0.0701188085,29.9609665314,0.2287128774,0.0189443371,0.2608925091,2.1798917036,-0.0654205862,0.0083541194,-0.0228108068,0.4044688832,0.2048177974,0.0605063618,0.0321663985,0.2128780211,-1.2309167306
0.29,0.4933333333,2.9608267545,0.125070455,37.2254098805,0.2401492481,0.0661255125,0.2244776336,2.8793914494,0.7445621109,0.0139980711,0.1640791816,0.4101063121,0.2003741594,0.0816466699,0.0451622816,0.2311214799,0.3729515133
0.6366666667,0.4133333333,2.1037703497,0.1943491429,13.7115188413,0.3404832083,0.0655747919,0.7019193229,2.0440276678,0.5458062233,0.00471952,0.2928954376,0.164650657,0.1813233593,0.0101871368,0.0586621747,0.342007984,1.8294306536
0.495,0.0316666667,2.2549514535,0.1505985747,45.9782057122,0.299215719,0.045305476,0.4869618419,6.1784847499,0.1449119802,0.0329694136,0.2918449016,0.232183283,0.1918862227,0.1248414791,0.0461373791,0.2781323671,0.9335615058
0.645,0.675,1.8328897264,0.0743574629,18.4318395913,0.4001238158,0.0324711203,0.290969864,2.1126140097,-0.1115936884,0.0062047901,0.3375326811,0.1337890625,0.1718180329,0.0192561428,0.0614471489,0.3396385433,1.7697755103
