"xResponse","yResponse","PerceptualSharpness_1_mean","PerceptualSharpness_1_std","Loudness_1_mean","MFCC_2_std","ZCR_1_std","MFCC_1_std","Loudness_1_std","MFCC_2_mean","Energy_1_std","MFCC_3_mean","ZCR_1_mean","SpectralVariation_1_mean","Energy_1_mean","SpectralVariation_1_std","MFCC_3_std","MFCC_1_mean"
0.05,0.2066666667,1.0697958533,0.0392647585,28.3647882158,0.274699525,0.0099923047,0.3638913349,3.313064653,-0.6090964769,0.074697103,-0.858445559,0.0536221591,0.0811922651,0.1299161265,0.0553203701,0.2790686141,6.4277403101
0.975,0.15,3.3640725587,0.1503559227,8.0572649924,0.2879282025,0.0844220849,0.4200244275,0.901787769,0.3127511993,0.0015929829,0.9205040381,0.4872658469,0.1343367025,0.0049790073,0.0661791261,0.3239313709,1.0649132246
0.975,0.7566666667,4.2924387458,0.2321852888,3.8690439221,0.2111489629,0.0280132058,0.2417152436,0.3629141143,0.8927344605,0.0006805425,0.4143068579,0.8155905984,0.2062565435,0.0024067864,0.0619757357,0.203652568,1.2440047552
0.025,0.9833333333,1.4306500426,0.0696669792,11.1888714697,0.274270775,0.0166834295,0.2628334537,1.1500588479,-0.738763106,0.0059604619,0.0850876363,0.0607133345,0.1870462386,0.0091781671,0.0752587487,0.2881503751,3.9037226703
0.0333333333,0.6483333333,1.4710729153,0.0590440536,19.8304246587,0.2315547457,0.0188247315,0.303434055,2.354207518,-1.1588521154,0.0054073532,0.5371432177,0.0865755948,0.179832619,0.0249533757,0.0568054624,0.2261986787,3.0479110929
0.23,0.975,1.8780725257,0.2536299961,4.4023337994,0.4585404604,0.0342544459,0.7258976187,1.5548762695,0.7897978418,0.0025388367,0.546631597,0.0479958274,0.1717766985,0.0023111376,0.1227846564,0.2879231885,2.3206638793
0.0716666667,0.9166666667,2.0020862617,0.2383930157,3.9023678666,0.4370255107,0.0488496175,0.7804898079,1.4179795024,0.5028637555,0.0032297032,0.3972224984,0.051813299,0.1404967397,0.0023137207,0.1366526641,0.4997351721,1.7639911181
0.5033333333,0.8566666667,2.4671104641,0.0977260645,13.2749454608,0.2302010424,0.0431519407,0.258981983,0.9783292172,0.6272627467,0.0010280223,0.190884011,0.2571688565,0.1933186404,0.0077804174,0.0473692687,0.2231244171,1.7984488358
0.6283333333,0.0416666667,1.6277553875,0.1722209863,15.0853836811,0.3898033347,0.0329699449,0.5671101798,7.2098122847,-0.3105293138,0.0515994883,0.845799782,0.0608187589,0.1383337939,0.0302815878,0.0833456873,0.2519518622,2.393822985
0.5016666667,0.265,1.355740397,0.0751626179,24.9006650552,0.3527067833,0.0128259263,0.4141104491,2.7399890865,-0.4582243871,0.0131001411,0.8700663603,0.0516912287,0.164681177,0.054848139,0.0647729201,0.2842269642,4.1614704545
0.1366666667,0.8366666667,1.3122445325,0.0643664248,18.2261744291,0.2523025116,0.012463944,0.29702043,2.3175769141,-0.7419005897,0.0074794539,-0.3185586574,0.0614124645,0.1800122092,0.0266576821,0.0577978847,0.2529096784,4.7627023029
0.9,0.725,4.0057306348,0.3889999227,5.6074687611,0.4668319353,0.0192515171,0.5430927557,1.4438952554,1.9339576977,0.0121777904,-0.6903399824,0.5489779386,0.3037780726,0.0126192663,0.1130653721,0.4463710374,-1.6334036747
0.9083333333,0.6466666667,3.9279720443,0.3990109675,5.4406158905,0.5515247504,0.0205349343,0.5895883521,1.5411389446,1.7196691228,0.0160563201,-0.7335527823,0.5470636541,0.285460651,0.0138108884,0.1212764055,0.4979420476,-1.5525387711
0.9083333333,0.7066666667,5.0089365442,0.2340161046,7.9557826912,0.2562408245,0.0288614135,0.4168715114,0.7233192431,0.4311899265,0.0041269629,-0.2738074318,0.8797829368,0.1575536585,0.0190596712,0.0532768403,0.2166521909,-0.5352643162
0.9333333333,0.7233333333,4.6521413741,0.1696378179,8.8438458061,0.2083549275,0.027097641,0.2315572474,0.6278899579,-0.1131225605,0.0031432617,-0.5938338766,0.8602905273,0.1493531864,0.0187191441,0.0481820833,0.223691038,0.0283025272
0.8233333333,0.7516666667,1.5586148623,0.1612012304,14.2016980529,0.2952150485,0.0222384702,0.400721434,1.7156093961,0.5446968737,0.0186021435,-0.2248350015,0.0309448242,0.1686718402,0.0283670537,0.1083972901,0.2732119335,3.6002734222
0.7983333333,0.4483333333,1.8624387674,0.0734097377,27.0405147507,0.2392450566,0.0213098668,0.324137402,2.7612108236,-0.5017034382,0.0064222215,0.1139286457,0.127652255,0.199089365,0.0381671366,0.0440508048,0.2061316673,2.3457092227
0.39,0.545,1.57865357,0.0454823615,22.5072231044,0.2318798001,0.0121202851,0.2271804168,2.0237378196,-0.8181027795,0.0052294565,-0.0102435832,0.0889559659,0.192471643,0.0317398389,0.0468794457,0.209598018,3.6296240599
0.765,0.245,1.4467713347,0.1091640387,11.577208175,0.3725271577,0.0189168846,0.4845973239,1.4644747834,-0.7918283622,0.002266735,0.3476036493,0.0606301048,0.1664505209,0.009205713,0.0730867638,0.3149935252,3.6367620177
0.2366666667,0.79,2.6869242872,0.0838445415,17.274603992,0.2625147487,0.048351332,0.2696445749,1.340290544,-0.6321906254,0.0031607253,-0.0086586135,0.1843261719,0.0724381872,0.025256462,0.0260372918,0.2028637925,-0.1111734852
0.5033333333,0.23,1.5990423117,0.1703760739,14.1206962365,0.3572631292,0.0178281165,0.5954047924,2.0448957751,0.9896442266,0.0066585321,0.6571516742,0.0321100408,0.1478234551,0.0239951605,0.0872538053,0.3120866488,3.2375320098
0.4966666667,0.9333333333,1.5393814035,0.1054504744,8.169935586,0.2834452583,0.0183042296,0.3164076617,0.8355538828,-0.1182851889,0.0035299786,0.1506633865,0.0308227539,0.1488949692,0.0075353539,0.1093663098,0.2430278467,3.0267179035
0.7433333333,0.4733333333,1.7741192884,0.1735651511,8.3527399009,0.384579419,0.0497106921,0.5754223143,1.1781165065,0.0992734088,0.0082642495,0.0704416815,0.041126598,0.1192912286,0.0110145186,0.1218230722,0.3220403969,1.8094099793
0.71,0.105,1.8269377634,0.0766003216,8.8345292067,0.4182586142,0.0284595886,0.5462562941,1.020100602,-0.6405440034,0.0011025914,-0.0237290019,0.014592951,0.0167509261,0.0095283136,0.0176582271,0.4436504436,0.7675568199
0.06,0.0616666667,1.362346938,0.0475788152,39.420361986,0.2176867608,0.0147935973,0.2502180765,3.2599707635,-0.8188394177,0.0244905737,0.5896413472,0.0621448864,0.1814610184,0.1299627979,0.0704205713,0.2356965495,3.4084107794
0.9333333333,0.1866666667,1.7659586724,0.0442917011,16.3170147478,0.3404429638,0.0223736611,0.3151892545,1.453106201,-1.4002612195,0.00840617,0.4170545378,0.0057095614,0.0070587535,0.0758192837,0.0101572034,0.4259788569,-0.6039565237
0.9716666667,0.3333333333,1.6866924428,0.2300517193,17.2470128865,0.3475437898,0.1102256013,0.5884895,1.8636423095,-0.0071402005,0.0100825393,0.0354434373,0.0803056197,0.1626975825,0.0263857293,0.0988278006,0.2748329799,3.1449679573
0.875,0.1916666667,1.6214794782,0.1475175605,10.6278883348,0.5894053245,0.0234943566,0.5516557142,1.8874685169,-0.2184155999,0.0034423268,0.4994100075,0.0505537553,0.1282846785,0.0099415942,0.0873411766,0.4649395827,2.9853917328
0.8766666667,0.325,1.5870366479,0.0813864102,10.8908323515,0.275261876,0.0158119953,0.3235768289,1.1625387452,-0.1610615747,0.0014836731,0.5314873188,0.0668168501,0.1704331033,0.007346373,0.0646019607,0.3020808483,3.3671520091
0.5483333333,0.0283333333,1.5808858061,0.1315674881,22.2996018922,0.3997180859,0.0366890387,0.4141830058,4.7993862324,-0.9859673006,0.0420232532,-0.0918500084,0.0716552734,0.1551153409,0.0518397301,0.1043161606,0.3713161287,2.8189860453
0.5,0.5,1.4609491896,0.0824882187,17.5672900516,0.4148040135,0.0144772619,0.4333546358,1.9947209124,0.3590764539,0.0077751136,0.6372688283,0.0429909446,0.135633601,0.0283512399,0.0779841981,0.4302868431,3.7425121608
0.6033333333,0.4083333333,1.8583817442,0.092453985,24.5610386988,0.3044574829,0.0245995398,0.3072211245,2.731030993,-0.3788734194,0.0086937794,0.1806327009,0.1112892844,0.1874310054,0.034565882,0.0626190635,0.2772086701,2.4090958183
0.1783333333,0.0416666667,1.5389604496,0.0770999836,30.6776230956,0.3645039037,0.0280449324,0.2959530185,3.5502164897,-0.7748055737,0.0307083592,0.211684477,0.0671220259,0.1525041957,0.0855070929,0.088250284,0.2426782269,3.0120962003
0.2016666667,0.2016666667,1.3080710899,0.0936082691,17.0008812052,0.3673299173,0.0385735547,0.5763419058,2.5951322183,-1.2345484031,0.0114222766,1.230415221,0.0614346591,0.1468919124,0.0298641671,0.1184435298,0.4213746209,3.9338072869
0.125,0.3966666667,1.2464251982,0.0689348687,21.4091040597,0.3907953807,0.0233693189,0.4239999802,2.7787731689,-1.4106015038,0.0133438886,1.3365333381,0.0798839222,0.1727955524,0.0381947906,0.0703760663,0.2868634264,4.6223770161
0.305,0.69,1.0593097828,0.131711285,11.2727469342,0.4419036793,0.008048956,0.3872721401,1.6415960532,0.1148657788,0.0387124065,1.3881699464,0.0047385476,0.102817669,0.0771138782,0.1252334328,0.3313686069,3.9843569297
0.52,0.285,1.2664907551,0.072494714,19.8189188721,0.3558989591,0.0377017753,0.4204745709,2.4193514335,-1.4599834147,0.0140137639,1.1397221181,0.0782914595,0.130808633,0.0364992226,0.0825969847,0.3286068773,4.2936721455
0.0916666667,0.6683333333,1.4271661213,0.069747367,20.8607549795,0.2793351032,0.032062363,0.2986705076,2.6004893145,-1.8684319872,0.0084371947,1.1159219427,0.1083706942,0.1554066324,0.0363483628,0.0632006199,0.226591973,3.0573653037
0.9433333333,0.4966666667,1.9687479197,0.1757025878,4.5648360696,0.2318186562,0.033372105,0.4830289511,0.7144989872,0.9797749579,0.0007365727,0.5426629058,0.0789572976,0.0499841743,0.0015007566,0.0392283945,0.2696408991,2.5754824378
0.515,0.9516666667,1.7280100844,0.0890765912,8.1469451852,0.2454384684,0.0184674429,0.3182607835,0.7264632619,0.059929917,0.0006398389,0.328213641,0.0771262429,0.190122834,0.0034952492,0.0743476657,0.2326456877,2.9842545052
0.4533333333,0.965,1.4096974678,0.038785007,17.0787994657,0.2145525365,0.0093469699,0.2455962568,1.3357978931,-1.0879363148,0.0026336572,-0.038840179,0.0809936523,0.1996196251,0.0192757273,0.0538682801,0.2100835692,4.2686305709
0.1616666667,0.095,1.6129626882,0.0980524974,34.775452375,0.2776384436,0.0138860443,0.2930850366,3.6146894023,0.0348022676,0.0181676358,0.2708565501,0.0662453391,0.1990062449,0.0899999205,0.0726443681,0.2725003691,3.1117631219
0.365,0.02,1.6619760946,0.1981429809,23.1713710647,0.3475360086,0.0344298521,0.6143539216,4.7704463599,-0.0175336952,0.0155058728,0.7889579703,0.0694912997,0.1599034067,0.0421385438,0.0699289007,0.3043772399,2.7514360376
0.2083333333,0.9533333333,1.2186964936,0.065768963,18.1220769205,0.1959761329,0.0084286833,0.2217985084,1.5644411652,0.1229694161,0.0291186068,1.1028689557,0.0118852095,0.1660770856,0.07933959,0.1316104998,0.2029296255,3.6211792968
0.9433333333,0.1666666667,1.4483835171,0.1732330121,21.0908791106,0.5099936614,0.0645132835,0.7263414343,2.0624657479,0.3655571922,0.0185902121,0.8676388932,0.0662231445,0.1683968878,0.0618992369,0.1138462398,0.5005056252,2.9505235198
0.495,0.9683333333,1.542985605,0.1154726909,14.0503784489,0.2790958488,0.0189642941,0.397854839,1.484394327,-0.1276392823,0.0038851884,0.2226043795,0.045510032,0.1763244982,0.0163601283,0.0930771497,0.2481431155,3.366003888
0.175,0.0283333333,1.7626411712,0.0763413453,35.7425369378,0.2080450045,0.0284295247,0.2703488099,4.9884362479,-0.4966462064,0.0243461283,0.783315352,0.0976229581,0.1532247494,0.0884934687,0.0672401933,0.2051840904,2.0858001873
0.135,0.0733333333,1.5187215362,0.0810538971,26.254558104,0.2392737102,0.019535114,0.2910169423,2.7717688077,-0.9267449397,0.055199261,0.4751996768,0.0303011808,0.1241632804,0.1170089341,0.1061204263,0.2072821826,2.3866773429
0.33,0.1083333333,1.8300123478,0.1024485653,32.3299940304,0.262948229,0.0312057292,0.3318356843,2.9841412658,-0.1790199019,0.039266848,0.5579310689,0.0538219105,0.1568756687,0.1278507483,0.1159346321,0.2493523434,1.5688753422
0.9533333333,0.0183333333,2.7938740011,0.2725835727,23.5863161921,0.5053015742,0.0721234663,0.9292095726,4.8669961242,0.3017330757,0.0291450181,0.2111951156,0.3315207741,0.2460659983,0.0537310751,0.0802938469,0.7345718246,-0.6964945458
0.2433333333,0.0233333333,1.2928748843,0.0675406949,30.7316063689,0.6815038489,0.0304252456,0.5000305549,3.269515545,-3.0794597127,0.0537022067,-0.7984556625,0.1131092418,0.0596493532,0.1696134839,0.0474500125,0.4759529346,5.2095188
0.4983333333,0.7466666667,1.8423745765,0.1406379055,11.3428462155,0.2781464344,0.0451174937,0.4248626732,1.3274567453,0.4902385276,0.0040739852,0.1401439637,0.0851329457,0.1884353959,0.0085417284,0.0920556331,0.2578809279,2.4579657268
0.4566666667,0.8366666667,1.9332052748,0.1680661949,11.1417795984,0.349882901,0.0353785506,0.4708232988,1.1880069642,0.157499449,0.0016078593,0.018646451,0.107993386,0.1372558458,0.0067041338,0.0592873471,0.3637224028,2.7021079589
0.2466666667,0.7883333333,1.7979305343,0.1027643571,23.6579371422,0.2648884706,0.0199213309,0.3692364169,2.2785943227,-0.1192147285,0.0064713335,-0.0280185668,0.0958473899,0.1486400711,0.0342280899,0.0526279094,0.2573786519,2.8855348438
0.6316666667,0.905,2.1363806036,0.1167307128,7.9280068049,0.2716182248,0.037668255,0.3400408693,0.8175911764,0.1078863976,0.0005916549,0.3153660354,0.1603560014,0.1912564257,0.0025986814,0.0511252998,0.2564400452,1.9538314768
0.495,0.905,1.7723258649,0.1681195178,13.517536728,0.2698746287,0.0305666286,0.4020987391,1.5554382682,0.680605965,0.0038899405,0.882971504,0.0654463335,0.1493013691,0.0144786912,0.0728997948,0.2614598645,2.4264818772
0.4633333333,0.1066666667,1.636067898,0.1071536609,25.8002324261,0.5206651046,0.0370179868,0.5228704779,5.8712103371,-0.8868237236,0.0297943951,0.7248400211,0.1194180575,0.0644075202,0.0729478039,0.0552896554,0.4769412987,1.9612704667
0.8483333333,0.595,3.3165999139,0.1382373442,15.2040441798,0.3342647313,0.0227016005,0.4388659339,1.2471307098,0.5381905868,0.004816008,-2.1828781114,0.4900845614,0.2006112276,0.0309711984,0.0462016741,0.2750847665,-2.277323936
0.8966666667,0.695,2.4314539122,0.19397314,10.3531545448,0.3007676175,0.0693696064,0.3697634616,0.9740151473,-0.3350615307,0.0009977768,-0.0892076296,0.2654751864,0.2125916107,0.0045593615,0.0463839789,0.2401609299,1.503081469
0.8466666667,0.8466666667,2.0266794185,0.0734521259,18.3462943805,0.2047576101,0.0248540497,0.2212079769,1.4728224789,0.7761258497,0.0039756536,0.2197379834,0.1033436168,0.1688235301,0.0208350345,0.0684492625,0.2083329714,2.3749664844
0.915,0.5766666667,1.2673435996,0.1283739923,17.4544148093,0.3589884973,0.0102841136,0.6177376235,3.590596358,0.6603352164,0.0406161066,-0.1827988389,0.0158746893,0.1459842344,0.0738516011,0.1004165153,0.3505242759,3.7824749153
0.8666666667,0.5,2.0223025833,0.2192877081,19.5686398559,0.2474159942,0.0498520004,0.3411931999,1.6901973911,0.6315795285,0.0038877712,0.1326519165,0.1187966087,0.1326155277,0.0253782852,0.0589845411,0.277071374,2.6841978842
0.9333333333,0.4716666667,1.6838204951,0.1900046474,13.7216413391,0.6373217977,0.0682001514,0.5817436778,1.518332533,-0.3463307238,0.0035266815,0.3626096758,0.0902099609,0.1487375444,0.0146050278,0.0723065203,0.5183420708,2.7969909831
0.1633333333,0.055,1.8624878587,0.1369169426,22.8558748477,0.2994354192,0.0235124943,0.5030370948,5.4075920964,-0.3285289574,0.0162218298,0.2824673731,0.1272305575,0.1956371462,0.030433275,0.0579064353,0.2903857268,2.457259843
0.0533333333,0.4733333333,1.6142909227,0.0642939282,49.6133761027,0.2481158082,0.0168691498,0.2369962157,4.449218709,-0.5012642129,0.0331152972,1.1990007306,0.0824418501,0.1741614824,0.1898384691,0.066819365,0.231161431,2.9788943566
0.385,0.0616666667,2.0514795088,0.2055330204,25.3120830258,0.3147595,0.0556897545,0.5787164248,11.1225549667,-0.3907673166,0.0483938508,0.6131401963,0.1545521129,0.1858294482,0.0422571324,0.0524926057,0.3067150515,2.2041085514
0.5816666667,0.895,1.9443313599,0.1616014746,5.0470377874,0.2570109725,0.0435327407,0.3329192647,0.8179165385,-0.1701764248,0.0025065859,0.0478411028,0.0422918146,0.1067941721,0.0035059716,0.1221074657,0.2751951024,1.7086323264
0.8,0.8233333333,1.7216096926,0.1817909344,7.2608223816,0.3383252189,0.0333203147,0.5075828212,0.8505147773,0.4214149997,0.0026017018,0.1737453386,0.0365822532,0.1403660605,0.0065941751,0.1169129915,0.3262445041,2.4975895819
0.7983333333,0.59,1.8378404543,0.170774825,13.044976196,0.9122434401,0.0808763876,0.9419858835,2.4269510567,-1.4947637678,0.0152880048,0.5247858843,0.0625443892,0.0501839501,0.0481270166,0.069521233,0.6906911058,-0.7050466413
0.495,0.06,1.6619435216,0.0613732332,34.033387099,0.2737653456,0.0116915624,0.2332826989,3.4917063162,-1.2399900209,0.0142825577,-0.1012387966,0.1258045543,0.1961512493,0.0718860013,0.0450620646,0.2573922082,2.4705435559
0.57,0.035,1.8265786073,0.0548712813,29.2391437275,0.3525642988,0.0086310022,0.3323636174,2.5897207907,-0.465952389,0.0144767692,-0.5194269295,0.0027798739,0.0112481693,0.1284658805,0.0106303292,0.3651861505,0.9432621574
0.2166666667,0.3066666667,1.3144594281,0.0891696899,14.1167839697,0.3529786234,0.0081722488,0.3890874159,1.8101076165,-0.124333418,0.0248726968,0.3394077364,0.0108642578,0.1145856538,0.0548808053,0.1103523357,0.2953921231,3.0334683974
0.5,0.95,1.1716456864,0.141314634,12.6999583371,0.3858677536,0.0095437241,0.433220213,3.5061530392,1.0037830782,0.0152908524,1.0863094877,0.0196533203,0.1650544241,0.0297353426,0.1038315552,0.2885058911,4.3844847403
