lowlevel.silence_rate_60dB.stdev,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.stdev.2,lowlevel.spectral_contrast_valleys.stdev.3,lowlevel.spectral_contrast_valleys.stdev.4,lowlevel.spectral_contrast_valleys.stdev.5,lowlevel.spectral_flux.mean,lowlevel.gfcc.mean.0,lowlevel.spectral_rms.mean,metadata.audio_properties.replay_gain,class
0.07580854,-6.691346,0.3217587,0.37446573,0.5147171,0.47424656,0.014076158,-230.91661,0.002774735,9.182854,background
0,-6.665455,0.34799936,0.3394879,0.37678,0.31707838,0.010060319,-247.87204,0.000486177,17.281616,background
0,-7.3796434,0.33544374,0.35043794,0.33931783,0.29229665,0.008211681,-328.62827,0.000417839,22.712318,background
0.07580854,-4.8892455,0.3090838,0.31082824,0.2875577,0.19741242,0.052972112,-87.95414,0.003217271,3.408577,background
0,-4.417932,0.43216577,0.375042,0.3719047,0.30235004,0.104611248,-61.690937,0.005013504,-4.2683697,background
0.07580854,-5.4572783,0.2728051,0.22866386,0.21079575,0.1440641,0.031784497,-146.80844,0.002660539,4.3223763,background
0,-9.008183,0.36408424,0.3624552,0.32460862,0.31671354,0.001990463,-363.39035,9.04E-05,30.452774,background
0.07580854,-5.657187,0.27057198,0.2949086,0.24484037,0.25513056,0.043231972,-42.44526,0.002909306,6.4212418,background
0.289710104,-5.6816916,0.39801157,0.4177035,0.3345955,0.27012345,0.032662004,-189.73248,0.001512076,9.614452,background
0,-9.44475,0.63253856,0.5883317,0.54736555,0.3877245,0.002675911,-429.91385,0.000109133,27.76683,background
0,-8.193589,0.5300933,0.5686419,0.58497,0.34616977,0.003287712,-434.0337,0.000167132,27.571339,background
0,-6.6007996,0.3363726,0.36648268,0.29154617,0.23312026,0.014574767,-281.10013,0.000806805,16.859085,background
0,-7.4889474,0.30876163,0.28686583,0.23537652,0.15030108,0.005040867,-372.30325,0.000468876,20.544163,background
0,-7.5237994,0.40885076,0.3625693,0.3318527,0.34875068,0.006669115,-354.6456,0.000434128,23.211185,background
0,-9.381626,0.7596565,0.75936604,0.6438053,0.3868496,0.008761124,-354.609,0.000337485,9.944199,background
0,-8.38108,0.41090393,0.34125268,0.33809033,0.29527313,0.002616605,-452.83694,0.00014445,31.527424,background
0,-5.8339176,0.32012555,0.28726313,0.28975305,0.3302681,0.021646073,-164.36206,0.001040133,10.838829,background
0.428759575,-5.95476,0.31831342,0.30730093,0.606052,0.40768987,0.08087822,-189.58261,0.003731251,10.799023,background
0,-6.383449,0.2728051,0.20227066,0.18516003,0.20436281,0.011669669,-250.77762,0.000561481,17.986767,background
0,-7.172109,0.3721684,0.32440206,0.29413745,0.38765767,0.009879408,-251.5375,0.000559491,19.371407,background
0.414012253,-5.4380507,0.29290667,0.26069844,0.23167059,0.34221196,0.034195896,-141.6979,0.001642953,9.342674,background
0.075808674,-5.8993692,0.3771151,0.35154462,0.3110128,0.27786738,0.029099626,-233.6301,0.001244046,12.88987,background
0,-9.31327,0.305524,0.30413577,0.21793595,0.21390018,0.005662307,-448.50656,0.000287553,35.60039,background
0,-9.435603,0.48774433,0.50007796,0.56706595,0.80256474,0.001828166,-369.37936,0.000106735,24.63443,background
0,-7.7249627,0.78706336,0.8083234,0.795698,0.6798489,0.008341148,-267.77722,0.000337687,13.561821,background
0,-7.9452624,0.46479023,0.40517575,0.72734785,0.7279529,0.00461731,-359.82574,0.000262233,21.185078,background
0,-6.4911585,0.41389626,0.70218563,1.1678299,1.189814,0.015779067,-238.9472,0.000801927,11.237186,background
0,-8.851195,0.27100584,0.25983468,0.31162816,0.31858423,0.002511223,-357.1125,0.000174231,30.404121,background
0,-9.749095,0.39729455,0.3636846,0.3239922,0.2828555,0.001403133,-531.1082,7.07E-05,40.529285,background
0,-8.621866,0.8061264,0.8788926,0.8909077,0.8951213,0.004250851,-374.23807,0.000205516,19.442623,background
0,-9.043098,0.7447612,0.6428194,0.5579285,0.54250187,0.009425909,-299.93216,0.00035114,15.960754,background
0,-6.9090757,0.3478692,0.29481342,0.45921132,0.44645193,0.011818504,-332.0238,0.000598803,19.451443,background
0,-7.52909,1.1090897,1.1604077,0.9394339,0.6720367,0.005759786,-377.94836,0.000286185,13.2812195,background
0.388273954,-6.090648,0.33704263,0.27949533,0.3401166,0.20286036,0.027941899,-335.97583,0.001380239,4.446369,background
0,-7.352561,0.49510777,0.43776214,0.4981634,0.4807711,0.007390128,-268.04932,0.00035539,16.14444,background
0,-7.0893583,0.30606294,0.2920081,0.38424745,0.23519392,0.008224737,-366.10873,0.000433155,22.021507,background
0,-9.599702,0.6957478,0.8301824,0.73673743,0.4011157,0.001577567,-504.82407,6.44E-05,26.249554,background
0.233371764,-5.8618813,0.37947083,0.30984113,0.29265603,0.26683602,0.025614209,-240.11578,0.001315214,9.124771,background
0,-7.242951,0.49410713,0.49251613,0.52080566,0.5947346,0.011695443,-270.0886,0.000528565,12.667519,background
0,-4.4400873,0.31907818,0.33700788,0.41997954,0.44012958,0.078999676,-107.58245,0.005291484,-2.0127716,background
0,-6.963708,0.53184843,0.5498455,0.40751994,0.3390454,0.008334568,-261.4264,0.000402825,17.40763,background
0,-9.144229,0.37117606,0.4139651,0.4044213,0.4239708,0.001900462,-390.77026,8.50E-05,31.480068,background
0,-7.028142,0.5404246,0.6360011,0.74242336,0.578688,0.007358418,-316.8862,0.000396506,16.600552,background
0,-7.167401,0.489985,0.53007543,0.40870044,0.485527,0.010228144,-287.43292,0.000583883,20.296711,background
0,-5.719677,0.26793438,0.22540762,0.17946151,0.1955603,0.022491781,-257.16794,0.001202878,10.448563,background
0.150289029,-5.2765365,0.3462187,0.27838787,0.21112077,0.26145506,0.054288771,-114.6077,0.00263863,5.714855,background
0.47208181,-5.6233897,0.37328053,0.4112835,0.22818837,0.21274942,0.02707185,-199.241,0.001707977,8.100819,background
0.130538657,-6.2314243,0.40980205,0.39349234,0.38617948,0.44456267,0.023825783,-165.31305,0.001103904,6.4673576,background
0,-6.899256,0.35652968,0.32961458,0.4454558,0.45744357,0.007912818,-306.18668,0.000404363,15.369225,background
0,-8.731851,0.3097553,0.2842681,0.31155524,0.27861148,0.002219635,-386.89172,0.000117847,34.043964,background
0,-9.033513,0.28695998,0.29028064,0.26426917,0.19966926,0.00169427,-430.6647,8.66E-05,37.393536,background
0,-4.797188,0.3349897,0.3591195,0.53987724,0.6663717,0.070968449,-109.83204,0.003462596,0.8380699,background
0.42523858,-6.1197,0.2852197,0.22513802,0.22244103,0.25202006,0.028343432,-151.9401,0.001493349,14.036793,background
0,-9.469636,0.32423857,0.38786212,0.6981988,0.515089,0.001484196,-449.92505,5.95E-05,26.997982,background
0.472081423,-5.737329,0.44441643,0.47937104,0.5056985,0.39046898,0.033206604,-130.7905,0.001656202,3.462616,background
0.297673583,-5.2577863,0.38346034,0.33857706,0.2831103,0.32040137,0.04108727,-76.24613,0.002062656,4.594555,background
0.373537302,-5.348017,0.2658621,0.22580564,0.16471134,0.12785095,0.041322157,-208.34328,0.002042027,8.551834,background
0,-8.479795,0.70263696,0.63371974,0.6651175,0.50420314,0.008257478,-360.8011,0.00037352,12.92659,background
0,-9.291127,0.3492584,0.45989355,0.5660794,0.7337926,0.003007267,-423.86438,0.000117456,11.898151,background
0.48966077,-5.6304464,0.3393532,0.35577795,0.32046208,0.31105316,0.030592464,-174.64891,0.001680889,8.605946,background
0,-8.267466,0.35333195,0.28321695,0.24742146,0.26664343,0.002750274,-395.07922,0.000141986,27.144989,background
0,-6.6765623,0.3208697,0.30721048,0.3077108,0.29723856,0.011375145,-172.6596,0.000568939,14.932926,background
0,-7.5576053,0.50567985,0.45616657,0.47034708,0.42523894,0.007140011,-303.05698,0.000319069,14.902939,background
0,-6.054105,0.32749915,0.36245832,0.2828514,0.3324894,0.018643249,-216.65474,0.000924134,9.817799,background
0,-9.298451,0.5614771,0.717413,0.8206303,0.4815361,0.001923266,-436.59695,8.24E-05,22.055534,background
0,-8.428009,0.25024083,0.36341035,0.16160354,0.15719281,0.002832857,-470.15436,0.000182766,25.519718,background
0.498585969,-5.618592,0.73319286,0.8445912,0.89646995,0.95580333,0.036587607,-119.789505,0.002311909,-1.3787498,background
0,-6.9426007,0.41062856,0.35689124,0.34135705,0.40579152,0.015550556,-205.9629,0.000724404,9.915401,background
0.106897354,-5.066327,0.3915563,0.3690311,0.35665134,0.4108588,0.055010282,-75.73245,0.002637126,0.7242508,background
0.481194288,-6.438385,0.29758695,0.22110389,0.21252458,0.1324564,0.029991752,-278.19586,0.0016637,13.809319,background
0.07580854,-3.9621952,0.39290327,0.33885306,0.25001004,0.19845626,0.160785586,-7.8985887,0.008297274,-5.314535,background
0,-7.4165773,0.24524096,0.19355083,0.463889,0.38463143,0.011043274,-364.4688,0.000622417,20.854656,background
0,-8.380902,1.5251882,1.3726822,1.0852243,0.23259664,0.00676915,-413.81097,0.000201079,17.091911,background
0,-6.8478537,0.43638125,0.35942197,0.3396823,0.45893136,0.011298318,-210.25836,0.000535222,14.305508,background
0,-9.26098,0.27774337,0.28579813,0.23348622,0.21689197,0.001708013,-473.04822,7.80E-05,39.304203,background
0,-7.1968036,0.4754974,0.52303255,0.6121996,0.4522899,0.011649096,-255.19942,0.00053479,13.481594,background
0,-6.604664,0.47151095,0.42639259,0.44221643,0.4373811,0.016978707,-184.27281,0.000743091,8.476128,background
0,-8.3655815,0.4302133,0.34723467,0.2216065,0.12666911,0.009512985,-341.99088,0.000444201,16.966003,background
0,-7.264834,0.5582377,0.6295878,0.36290702,0.28019527,0.010400712,-236.44202,0.000539806,11.006123,bafoground
0.458509415,-5.570799,0.50818866,0.37027133,0.32503027,0.40555498,0.02976626,-143.61333,0.001546567,3.3998184,bafoground
0,-7.856991,0.50040305,0.52292585,0.520605,0.5933693,0.010820243,-227.10533,0.00050396,8.816715,bafoground
0,-7.6972156,0.8869636,0.83572435,1.0767868,1.2133337,0.009526995,-291.73193,0.000382889,10.521122,bafoground
0.167530492,-7.415561,0.5906226,0.91516364,0.756983,0.468783,0.015750699,-206.37044,0.000513067,5.3123283,bafoground
0.488430649,-5.639009,0.7282594,0.7487432,0.58153,0.58402693,0.049930822,-108.78061,0.002086505,-3.0340557,bafoground
0.460980386,-7.291992,1.427045,1.047604,0.5592711,0.47268313,0.034684282,-307.0552,0.001319128,0.18828964,bafoground
0.319752783,-5.212122,0.6634305,0.6653644,0.6889879,0.8170211,0.078011714,-62.4813,0.003391356,-4.5559196,bafoground
0.305320263,-6.789432,0.7700164,0.86491597,0.82392436,0.44229946,0.02030219,-237.06593,0.000812362,3.2844887,bafoground
0.351604939,-5.9513645,0.46906528,0.5229083,0.5775594,0.43610373,0.025169196,-121.506355,0.001270678,4.961979,bafoground
0.421608537,-8.4964285,1.1129367,1.0831511,1.1116399,1.1945229,0.031828959,-257.8464,0.001270386,-2.6606388,bafoground
0.106897354,-4.6717057,1.0983007,1.0562478,0.9983155,1.0982478,0.084323883,-100.14168,0.00366545,-8.547525,bafoground
0.222073868,-8.351909,0.9977294,0.9875178,1.0571942,0.8191425,0.014148147,-311.73138,0.000454356,4.8708954,bafoground
0.210010588,-5.038583,0.6391088,0.59059054,0.6349009,0.6118895,0.067443497,-75.560875,0.003004422,-3.0920162,bafoground
0.432175428,-6.31494,0.45923108,0.61695397,0.5562491,0.19187135,0.030656653,-149.65414,0.002547326,-1.967659,bafoground
0.401723534,-7.285805,0.86940014,0.7925042,0.7755545,0.7222645,0.022192707,-248.20222,0.001048689,3.4722748,bafoground
0,-6.084136,0.3321748,0.35676348,0.36804658,0.38225147,0.018320117,-245.61823,0.000929268,8.972515,bafoground
0,-7.507539,0.49517474,0.5653303,0.6863009,0.93341506,0.006136529,-277.47757,0.000262136,18.749004,bafoground
0.07580854,-5.6539536,0.44656214,0.46214497,0.42802858,0.37547022,0.11291749,-35.51395,0.005569602,-6.9042587,bafoground
0.46566835,-6.1098285,0.5974217,0.67144984,0.7327782,0.9250964,0.031757083,-101.14283,0.001474955,3.6114082,bafoground
0.210010469,-6.533743,0.81398547,0.8291634,0.7550568,0.79142207,0.017898647,-164.92111,0.000817961,6.052574,bafoground
0.435486406,-7.6341834,1.0450953,0.7566583,0.6018546,0.48876655,0.010588324,-371.16296,0.000897955,1.8482475,bafoground
0,-6.8353214,0.38504735,0.5035029,0.6818877,1.0641499,0.011512073,-246.19427,0.000553611,15.067455,bafoground
0.07580854,-4.945307,0.6102724,0.4765657,0.36792654,0.31505468,0.079336397,29.820288,0.003559136,-3.88974,bafoground
0.233371541,-7.5640426,1.3078003,1.3365455,1.4989636,1.0549985,0.01549945,-371.03656,0.000590852,4.021755,bafoground
0.417866886,-5.823544,0.4964681,0.55440235,0.42341173,0.31009024,0.026688976,-217.01596,0.001280958,6.1661987,bafoground
0.106897354,-5.477369,0.35710335,0.37198007,0.46645617,0.68472666,0.040401399,-97.29351,0.002362733,2.3490791,bafoground
0.07580854,-5.6780543,0.67843854,0.90114546,0.74178606,0.61642694,0.058586605,-146.08786,0.003766182,-5.74065,bafoground
0.10689728,-5.936306,0.75565225,0.76692206,0.70541763,0.59412843,0.06668552,-162.20044,0.003822309,-4.161461,bafoground
0.130538672,-5.1109853,0.29332557,0.3160026,0.34516627,0.44592556,0.046075657,-98.64354,0.002389029,3.1155052,bafoground
0.485755593,-7.6328473,0.75069946,0.6766674,0.6778441,0.56786495,0.033515237,-195.21391,0.001505171,0.8522415,bafoground
0.182973504,-6.7200193,0.9246546,0.95634705,0.9747895,0.91770786,0.014442334,-250.43977,0.00068471,7.436245,bafoground
0.494752079,-7.854386,1.0361987,0.9261415,1.0236155,0.98553985,0.060611106,-309.44623,0.002227291,-7.740738,bafoground
0,-9.285614,0.6571706,0.6150362,0.722465,0.48867542,0.003965175,-383.70978,0.000300126,15.842335,bafoground
0.410038352,-5.508421,0.97035754,0.9706875,1.0051744,0.93837726,0.049828611,-136.50813,0.002987511,-2.5763016,bafoground
0,-5.967165,0.59254897,0.78827894,1.038762,1.1743087,0.017209193,-239.18599,0.000913942,11.351078,bafoground
0.425238431,-5.9692616,0.6115508,0.614128,0.8027222,0.89011276,0.049007475,-129.45343,0.002355575,-0.7618637,bafoground
0.210010424,-7.1240015,0.38167414,0.62710005,0.7066792,0.7424588,0.019465277,-345.65646,0.00152311,17.961246,bafoground
0.490819454,-6.0177073,1.2355413,1.3485212,1.6136031,1.6266749,0.056001667,-118.9086,0.002177024,-7.1340694,bafoground
0.233372077,-7.429849,0.39666972,0.38837177,0.31620967,0.2695867,0.011859122,-143.0351,0.000802862,3.8518257,bafoground
0,-9.106696,0.79171544,0.97416234,1.2729955,1.0665332,0.004797585,-362.978,0.000195751,11.398247,bafoground
0.492924929,-6.4614577,0.5939213,0.6946699,0.5787175,0.4061232,0.044727705,-70.86687,0.001992239,-3.6532345,bafoground
0.491906762,-6.079653,1.091302,1.2822903,1.4152497,1.4746375,0.046431519,-165.24292,0.002092129,-5.0996,bafoground
0,-6.64498,0.87058747,0.82663256,0.67178565,0.82570577,0.013879376,-209.85228,0.000730019,9.623322,bafoground
0.167530656,-6.762255,0.7934925,0.8033679,0.8719615,0.9010658,0.015352758,-232.35089,0.000664179,8.561375,bafoground
0.499590963,-5.8649516,0.7945237,0.70680374,0.6676232,0.57917494,0.08712972,-91.3751,0.003386913,-9.591639,bafoground
0.378601789,-5.487438,0.3906993,0.2679515,0.1954293,0.21296594,0.030513665,-234.78276,0.001550957,7.658489,bafoground
0.357354581,-6.6112027,0.5689721,0.46548644,0.3810891,0.26585373,0.06027225,6.942229,0.003187337,-8.708345,bafoground
0.410038441,-7.1130905,1.0723876,1.0781252,1.2185882,1.2932655,0.028511373,-139.28815,0.001147426,-2.9674187,bafoground
0.07580854,-5.6446614,0.48136142,0.4260906,0.4271743,0.35848394,0.076468796,16.979086,0.003348218,-7.2515717,bafoground
0.49758023,-6.002931,1.126862,1.2617693,1.2924707,1.328615,0.074020565,-98.98836,0.003235072,-9.594603,bafoground
0.150289044,-6.542973,0.52811646,0.43327552,0.37088877,0.292192,0.015555335,-249.22333,0.001254409,8.699974,bafoground
0.07580854,-4.9295945,0.31810793,0.2675361,0.32250682,0.333834,0.051660735,-103.62926,0.003495837,-1.6042957,bafoground
0.470024616,-6.004657,0.78113157,0.67150366,0.58543384,0.5934802,0.037207037,-206.29529,0.00160849,4.1000977,bafoground
0.357354581,-5.3823094,0.701896,0.62243915,0.48438036,0.51629233,0.06645067,-40.95048,0.002805429,-5.8432198,bafoground
0.07580854,-4.5200214,0.6170269,0.4583045,0.36687338,0.39914343,0.103196383,-37.451904,0.005708497,-3.4270554,bafoground
0.106897302,-7.794247,0.8560908,0.99946237,0.93363065,0.63191926,0.008286576,-339.0363,0.000362323,9.22604,bafoground
